商品型號,商品網址,商品照片,商品標題,品牌,分類,男女款,價格,商品介紹
New shoes. New tracks. Scan the QR code on Pulseboost HD to unlock an exclusive playlistegular fit Lace closure Adaptive knit textile upper with non-stretch zones for forefoot and midfoot support Textile lining; Continental™ Rubber outsole for extraordinary traction in wet and dry conditions High-density Boost for a responsive and stable feel Sock-like construction hugs the foot Scan the QR code to unlock an exclusive running playlist Weight: 12 ounces (size 9) Midsole drop: 8 mm (heel: 18 mm, forefoot: 10 mm) Reflective forefoot stability insert for lateral support Imported"
G28194,https://www.adidas.com/us/3mc-shoes/G28194.html,"https://assets.adidas.com/images/w_600,f_auto,q_auto/23d1be2dcc8e490cb8c5a99c01294361_9366/3MC_Shoes_Blue_G28194_01_standard.jpg",adidas 3MC Shoes - Blue | adidas US,adidas,['Lifestyle'],U,65,"Stay focused and moving free in these classic skate shoes. These shoes feature a durable textile upper and a cushioned midsole for riding in comfort all-day long. An innovative rubber outsole provides an ideal balance of grip, flexibility and board feel.egular fit Lace closure Textile upper Rubber outsole; Grippy, flexible Geoflex tread Lightweight EVA sockliner Imported"
BA7540,https://www.adidas.com/us/adilette-slides/BA7540.html,"https://assets.adidas.com/images/w_600,f_auto,q_auto/9ad0fce91f914cc3b7caa80901287fb8_9366/adilette_Slides_Green_BA7540_01_standard.jpg",adidas adilette Slides - Green | adidas US,adidas,"['Lifestyle', 'Swim']",U,45,"Since 1972, adidas adilette slides have set the style standard for poolside sandals. Each new season, Originals puts a fresh spin on this iconic design. Seasonal pastel color updates these adilette slides. The light, pale hues add a splash of summertime fun. Quick-drying and just as ready for the streets as they are the pool, with a contoured footbed that cradles your feet for a comfy, natural feel.olyurethane bandage upper Quick-dry lining Contoured footbed Rubber outsole Imported"
D97946,https://www.adidas.com/us/ultraboost-t-shoes/D97946.html,"https://assets.adidas.com/images/w_600,f_auto,q_auto/fc93ecbebc284b9c9674a9ad0114db90_9366/Ultraboost_T_Shoes_Orange_D97946_01_standard.jpg",adidas Ultraboost T Shoes - Orange | adidas US,adidas,['Running'],W,230,"adidas by Stella McCartney has been fusing the worlds of sports and fashion since 2005. Ideal for 10K runs, these shoes pair neoprene with a supportive adidas Primeknit textile sock-like upper. They feature triangular cutouts on both sides for maximum breathability. Energy-returning cushioning helps you go the distance, and a flexible outsole adapts to your movement.egular fit Lace closure adidas Primeknit textile and neoprene upper Stabilizing Torsion System; Stretchweb with Continental™ Rubber outsole Responsive Boost midsole Hugs the foot Imported"
F36761,https://www.adidas.com/us/terrex-eastrail-gtx-mid-hiking-shoes/F36761.html,"https://assets.adidas.com/images/w_600,f_auto,q_auto/a7dad9092f0d4eb08586a9ae01834efe_9366/Terrex_Eastrail_GTX_Mid_Hiking_Shoes_Grey_F36761_01_standard.jpg",adidas Terrex Eastrail GTX Mid Hiking Shoes - Grey | adidas US,adidas,['Outdoor'],W,135,"Nothing can ruin a great hike like soggy feet. These lightweight adidas hiking shoes have a breathable, waterproof membrane to keep your feet dry on sloppy trails or through sudden downpours. The super-grippy outsole helps you stay vertical on slick rocks or dicey log crossings.egular fit Lace closure Lightweight mesh and synthetic upper Mid cut all-around hiking shoes Durable, lightweight EVA midsole Molded sockliner for enhanced comfort and fit Imported"
EF6565,https://www.adidas.com/us/adidas-hypersleek-shoes/EF6565.html,"https://assets.adidas.com/images/w_600,f_auto,q_auto/9860a2b7174c49c9af18a9bd00993bd6_9366/adidas_Hypersleek_Shoes_White_EF6565_01_standard.jpg",adidas Hypersleek Shoes - White | adidas US,adidas,['Lifestyle'],W,130,Designer Olivia LeBlanc defies convention with gender-fluid silhouettes and a utilitarian aesthetic. Her collaboration with adidas Originals blends sport heritage with avant-garde construction and details. These shoes have an angular platform midsole that tapers to a sleek point at the toe. The leather upper shows off an Olivia LeBlanc sign-off on the label. One pair of socks is included.arrow fit; Women's specific fit Lace closure Leather upper Leather lining Platform midsole Imported
F35128,https://www.adidas.com/us/vl-court-2.0-shoes/F35128.html,"https://assets.adidas.com/images/w_600,f_auto,q_auto/f3ab0f1bf570457189b8a9960110a81d_9366/VL_Court_2.0_Shoes_Pink_F35128_01_standard.jpg",adidas VL Court 2.0 Shoes - Pink | adidas US,adidas,['Lifestyle'],W,60,These skate-inspired shoes remix classic style so you can wear them every single day. A luxe suede upper with leather-like details provides a soft feel. The textile lining and cushioned sockliner give you all-day comfort.egular fit Lace closure Suede upper Textile lining; Rubber cupsole Enjoy the comfort and performance of OrthoLite® Float sockliner Imported
B96285,https://www.adidas.com/us/solarboost-shoes/B96285.html,"https://assets.adidas.com/images/w_600,f_auto,q_auto/d133460ba48c4e66bfa6a97f00bdb77f_9366/SolarBoost_Shoes_Blue_B96285_01_standard.jpg",adidas SolarBoost Shoes - Blue | adidas US,adidas,['Running'],W,160,"Endless energy Precision support  Natural movement Boost is our most responsive cushioning ever, delivering incredible energy return: The more energy you give, the more you get Tailored Fiber Placement offers stitched-in reinforcement for targeted support at the midfoot Fitcounter molded heel counter provides a natural fit that allows optimal movement of the Achilles These natural running shoes are designed for versatility and long-lasting comfort. They have an upper that hugs your foot in compressive support, and a flexible outsole that adapts to your unique foot strike.egular fit Lace closure Textile upper; Stretch-mesh forefoot Flexible Stretchweb outsole; Continental™ Rubber outsole for extraordinary traction in wet and dry conditions Responsive Boost midsole Sock-like construction hugs the foot Weight: 9.5 ounces (size 7) Midsole drop: 10 mm (heel: 32 mm / forefoot: 22 mm); Arch type: Normal Fitcounter heel for an unrestricted fit; Stabilizing Torsion System; Tailored Fiber Placement for midfoot support Imported"
EE4950,https://www.adidas.com/us/i-5923-shoes/EE4950.html,"https://assets.adidas.com/images/w_600,f_auto,q_auto/fc00f3a022ff423f8679aa2c0114e93e_9366/I_5923_Shoes_Orange_EE4950_01_standard.jpg",adidas I-5923 Shoes - Orange | adidas US,adidas,['Lifestyle'],W,130,"These lightweight shoes fuse '70s style with modern technology. Flashing retro colors, the leather upper is accented with stretchy mesh and faux suede details. Serrated 3-Stripes add a vintage detail. Responsive cushioning energizes every stride.ace closure Leather, synthetic suede and stretch mesh upper Rubber outsole; Textile lining Responsive Boost midsole Imported"
CG5989,https://www.adidas.com/us/rom-shoes/CG5989.html,"https://assets.adidas.com/images/w_600,f_auto,q_auto/71892814e1c24fb29831a9fc012a6a20_9366/Rom_Shoes_Brown_CG5989_01_standard.jpg",adidas Rom Shoes - Brown | adidas US,adidas,['Lifestyle'],U,120,"The Rom was originally released in 1960, in sync with the summer games taking place in Rome. Soon after, the low-profile style was embraced by soccer fans across Europe. This reissue brings back the vintage design in supple leather. The suede T-toe, wedge-shape midsole and soft gum rubber outsole all stay true to the original look.egular fit Lace closure Leather upper Gum rubber outsole Enjoy the comfort and performance of OrthoLite® sockliner; Lightweight EVA insert Soft feel Imported"
D96757,https://www.adidas.com/us/falcon-shoes/D96757.html,"https://assets.adidas.com/images/w_600,f_auto,q_auto/cc40cd893750478a92d1a93b00789fcf_9366/Falcon_Shoes_Pink_D96757_01_standard.jpg",adidas Falcon Shoes - Pink | adidas US,adidas,['Lifestyle'],W,100,"The Falcon offers a chunky retro runner shape and a carefree style that's influenced by '90s design. These mesh shoes play with contrasts, featuring metallic leather overlays and hot pink accents. The big midsole is built for comfortable all-day wear.egular fit; Roomy toe box Lace closure Mesh upper with metallic leather overlays Translucent rubber outsole; Mesh lining Lightweight EVA midsole; Stabilizing Torsion System Imported"
G26626,https://www.adidas.com/us/climacool-cage-shoes/G26626.html,"https://assets.adidas.com/images/w_600,f_auto,q_auto/4a79ec1a725d4b609bcca935012be7c6_9366/Climacool_Cage_Shoes_Black_G26626_01_standard.jpg",adidas Climacool Cage Shoes - Black | adidas US,adidas,['Golf'],W,90,"A stylish approach for summer days on the course. Designed with extra stability in the midfoot, these golf shoes feature breathable moisture management to keep your feet cool and dry in the heat. A lightweight foam sockliner offers cushioning as you walk the course in comfort. The outsole adds flexibility and grip on every swing.egular fit Lace closure Mesh upper Lightweight Cloudfoam sockliner; Soft-touch lining; Puremotion outsole; Swing Plane Traction heel-to-toe zone Lightweight and breathable Ventilated Climacool; FilmFrame polyurethane lateral stability weld in midfoot Imported"
BC0572,https://www.adidas.com/us/terrex-ax3-gtx-w/BC0572.html,"https://assets.adidas.com/images/w_600,f_auto,q_auto/bd0ec9ea12874478a898a9ab00dfbac4_9366/TERREX_AX3_GTX_W_Grey_BC0572_01_standard.jpg",adidas TERREX AX3 GTX W - Grey | adidas US,adidas,['Outdoor'],W,120,"The Terrex Ax3 Gtx W is new for  Outdoor on adidas.com. Scroll through the pictures above to see more details from different angles. If you’ve tried out the Terrex Ax3 Gtx W before, leave a review below to let us know what you thought.mported"
G26545,https://www.adidas.com/us/terrex-ax3-shoes/G26545.html,"https://assets.adidas.com/images/w_600,f_auto,q_auto/c5619bc0945f4616ad3caa4e00ecac0d_9366/Terrex_AX3_Shoes_Green_G26545_01_standard.jpg",adidas Terrex AX3 Shoes - Green | adidas US,adidas,['Outdoor'],W,80,"Go fast on the trail. These lightweight shoes are built for speed across rugged terrain. A durable rubber outsole gives you surefooted grip on wet and dry surfaces on your trail run or hike.egular fit Lace closure Mesh and synthetic upper Textile lining; Continental™ Rubber outsole for extraordinary grip even in wet conditions Durable, lightweight EVA midsole; Molded sockliner Imported"
EE5933,https://www.adidas.com/us/rivalry-low-shoes/EE5933.html,"https://assets.adidas.com/images/w_600,f_auto,q_auto/4b076414b4e940cf9149a9f201425151_9366/Rivalry_Low_Shoes_White_EE5933_01_standard.jpg",adidas Rivalry Low Shoes - White | adidas US,adidas,['Lifestyle'],W,80,The Rivalry's domination on the hardwood in the mid '80s won over fans far beyond the basketball world. These shoes translate the vintage style with a low profile and a supple leather upper. Stitched-on 3-Stripes add authentic adidas Originals style.egular fit Lace closure Leather upper Rubber outsole; Textile lining Imported
G26450,https://www.adidas.com/us/terrex-tracerocker-shoes/G26450.html,"https://assets.adidas.com/images/w_600,f_auto,q_auto/8f685e6719df4a0b8937aa6500fd4bd9_9366/Terrex_Tracerocker_Shoes_Blue_G26450_01_standard.jpg",adidas Terrex Tracerocker Shoes - Blue | adidas US,adidas,['Outdoor'],W,80,"Made for light trail running, these shoes have a women's-specific design for a comfortable fit. They have a breathable and durable mesh and synthetic upper and feature lightweight cushioning. A rugged, high-traction outsole offers optimal grip on wet or dry trails.egular fit; Women's-specific fit Lace closure Mesh and synthetic upper Traxion outsole for optimal grip Lightweight EVA midsole Weight: 8 ounces (size 7) Imported"
F34758,https://www.adidas.com/us/duramo-9-shoes/F34758.html,"https://assets.adidas.com/images/w_600,f_auto,q_auto/5a9ccca6d8384aa1b5b6a9a8012ea678_9366/Duramo_9_Shoes_Turquoise_F34758_01_standard.jpg",adidas Duramo 9 Shoes - Turquoise | adidas US,adidas,['Running'],W,65,"These women's versatile running shoes are ideal for the treadmill or the trail. They feature a two-layer mesh upper for breathable comfort and a seamless print overlay that provides extra support. The midsole offers pillow-soft Cloudfoam cushioning that eases every stride.

Shoe type
Neutral shoes offer flexibility and versatility, with premium cushioning

Cushioned comfort
Cloudfoam midsole for step-in comfort and superior cushioning

Targeted support
Seamless print overlay on upper provides support where you need it

Outstanding durability
Adiwear outsole offers the ultimate in high-wear durabilityegular fit Lace closure with molded eyestay Mesh upper Textile lining; Adiwear outsole Cushioned Cloudfoam midsole; Enjoy the comfort and performance of OrthoLite® sockliner Weight: 8.2 ounces (size 7) Midsole drop: 9.5 mm (heel: 23.5 mm / forefoot: 14 mm) Arch type: Normal; Recommended for: Multisport training Imported"
G26097,https://www.adidas.com/us/terrex-agravic-flow-shoes/G26097.html,"https://assets.adidas.com/images/w_600,f_auto,q_auto/52d91b9fef9a4ebbaa8daa6101612c4d_9366/Terrex_Agravic_Flow_Shoes_Black_G26097_01_standard.jpg",adidas Terrex Agravic Flow Shoes - Black | adidas US,adidas,"['Outdoor', 'Running']",W,130,"All-conditions traction Endless energy Continental™ Rubber outsole for extraordinary grip even in wet conditions Boost is our most responsive cushioning ever, delivering incredible energy return: The more energy you give, the more you get Find your flow in these trail shoes. Built for a smooth roll-off on any surface, they offer versatility for running on or off road. A responsive Boost midsole delivers endless energy while the smooth, flexible feel adapts to uneven terrain. The engineered mesh upper maximizes breathability to keep feet comfortable, and a water-shedding band around the base helps seal out mud and moisture.egular fit Lace closure Breathable mesh upper with abrasion-resistant weldings Textile lining; Continental™ Rubber outsole for extraordinary grip even in wet conditions Responsive Boost midsole Sock-like construction hugs the foot Weight: 9.5 ounces (size 7) Rocker shape for a smooth ride; Reflective details Imported"
