商品型號,商品網址,商品照片,商品標題,品牌,分類,男女款,價格,商品介紹
BB7258,https://www.adidas.com/us/adizero-5-star-7.0-baltimore-mid-cleats/BB7258.html,"https://assets.adidas.com/images/w_600,f_auto,q_auto/a722b4717ee84e27bd06a915010a73ec_9366/Adizero_5_Star_7.0_Baltimore_Mid_Cleats_Orange_BB7258_01_standard.jpg",adidas Adizero 5-Star 7.0 Baltimore Mid Cleats - Orange | adidas US,adidas,['Lacrosse'],M,130,"Blow by your defender and break straight for the goal in the lightest lacrosse cleats in the game. Built for outstanding support, these low-cut cleats provide the traction you need to stop on a dime and make hard cuts. These cleats are designed to celebrate the greats of Baltimore lacrosse.

Lightweight support
Sprintskin is a revolutionary single-layer synthetic for incredible support and reduced weight

Outstanding comfort
Anatomical lace structure helps relieve pressure for a comfortable fit

Flexible lockdown
Speed Spat seam tape is tactfully placed to elevate lockdown and promote a natural flex in the upper

Unrivaled traction
Sprintframe plate with external heel features Sprintstuds and a rotational traction zone delivering unrivaled tractionegular fit Lace closure Sprintskin upper Sprintframe plate with Sprintstuds; Lightweight EVA lining; Stylized Maryland flag on heel tab Imported"
BC0653,https://www.adidas.com/us/five-ten-freerider-dlx-mountain-bike-shoes/BC0653.html,"https://assets.adidas.com/images/w_600,f_auto,q_auto/e268ef326fa948de9742a9af001f55c0_9366/Five_Ten_Freerider_DLX_Mountain_Bike_Shoes_Black_BC0653_01_standard.jpg",adidas Five Ten Freerider DLX Mountain Bike Shoes - Black | adidas US,adidas,['Outdoor'],M,130,Move from trail to town without missing a beat. The Five Ten Freerider DLX Mountain Bike Shoes give you legendary flat pedal grip and control with all-day wearability. Stay dry and connected to the pedals no matter where you're headed.egular fit Lace closure Polyurethane coated leather and synthetic upper Stealth® S1 Dotty rubber outsole Flat pedal mountain biking shoes Durable one-piece molded cup sole Imported
CM8311,https://www.adidas.com/us/pureboost-rbl-shoes/CM8311.html,"https://assets.adidas.com/images/w_600,f_auto,q_auto/a9871a7f96834edb995ca8f700b574b0_9366/Pureboost_RBL_Shoes_Burgundy_CM8311_01_standard.jpg",adidas Pureboost RBL Shoes - Burgundy | adidas US,adidas,['Running'],M,160,"Runner type Energized cushioning Flexible outsole Ready for evening runs Natural shoes for city running Boost is our most responsive cushioning ever: The more energy you give, the more you get Stretchweb rubber outsole flexes underfoot for an energized ride Reflective details help you be seen Feel connected to the ground beneath your feet. These natural running shoes are designed for cold-weather city running with a splash-resistant, adaptive knit upper and a protective collar. Responsive cushioning returns energy to your stride, and the all-terrain outsole provides optimal traction on wet or slippery surfaces.ider platform Lace closure Adaptive knit upper and collar construction Flexible Stretchweb outsole; ATR outsole Responsive Boost midsole Midsole drop: 8 mm (heel: 10 mm / forefoot: 18 mm) Recommended for: Street and city running; Arch type: Normal; Water-repellent film; Reflective details Imported"
DB0570,https://www.adidas.com/us/freak-x-carbon-mid-cleats/DB0570.html,"https://assets.adidas.com/images/w_600,f_auto,q_auto/1c3a561f972340b286f7a8460147de57_9366/Freak_X_Carbon_Mid_Cleats_White_DB0570_01_standard.jpg",adidas Freak X Carbon Mid Cleats - White | adidas US,adidas,['Football'],M,90,"Change the game with one play. Designed with enhanced lockdown, these men's mid-cut cleats feature a durable synthetic upper with Ironskin for superior protection as you set the tone with big hits. Razorframe offers superior traction to let you cut on a dime and fly to the ball.reathable mesh upper with reinforced overlays Ironskin provides superior abrasion resistance for added protection Internal heel and tongue cushion pods enhance lockdown Heel and tongue tabs for easier entry Stabilizing Razorframe stiffens and resists pressure, with strategically placed Sprintstuds in the forefoot and the heel for multidirectional acceleration and traction Cleated outsole Main materials: Synthetic and textile upper / Textile lining / Synthetic outsole Imported"
CG5636,https://www.adidas.com/us/city-cup-shoes/CG5636.html,"https://assets.adidas.com/images/w_600,f_auto,q_auto/2721b250fef4479daceca838014fa9a6_9366/City_Cup_Shoes_Black_CG5636_01_standard.jpg",adidas City Cup Shoes - Black | adidas US,adidas,['Skateboarding'],M,95,"Inspired by a golden era of skateboarding, these shoes remaster adidas heritage while inspiring the sport's creators of tomorrow. Made of soft full grain leather with a mesh lining, these shoes are built out in layers for durability. Double cupsole construction helps cushion hard landings.ull grain leather upper Linear Trefoil logo on heel Breathable mesh lining Vulcanized midsole wrap Semi-translucent gum rubber outsole Main materials: Leather and synthetic upper / Textile lining / Rubber outsole Imported"
BD7620,https://www.adidas.com/us/handball-spezial-shoes/BD7620.html,"https://assets.adidas.com/images/w_600,f_auto,q_auto/c55e70f72e994a06ba34a9de011d106f_9366/Handball_Spezial_Shoes_Green_BD7620_01_standard.jpg",adidas Handball Spezial Shoes - Green | adidas US,adidas,['Lifestyle'],M,100,"The sneaker of choice for elite handball players in 1979, the clean-lined Handball Spezial shoes are now a timeless fashion icon. This version of the design has a water-resistant suede upper with festive colors and a clover sign-off to celebrate St. Patrick's day. The grippy gum rubber outsole stays true to the vintage feel.egular fit Lace closure Suede upper Gum rubber outsole Enjoy the comfort and performance of OrthoLite® sockliner Soft feel Imported"
BD7363,https://www.adidas.com/us/superstar-80s-shoes/BD7363.html,"https://assets.adidas.com/images/w_600,f_auto,q_auto/5ca2d94e83da4206ad26a97c00f496b8_9366/Superstar_80s_Shoes_Black_BD7363_01_standard.jpg",adidas Superstar 80s Shoes - Black | adidas US,adidas,['Lifestyle'],M,120,"With its distinctive shell-toe design, there's no mistaking this street icon. This version of the adidas Superstar 80s shoes features double-wide serrated 3-Stripes for a standout look. Fat laces pay homage to early hip hop fashion. The tumbled leather upper feels soft to the touch.egular fit Lace closure Tumbled leather upper Rubber cupsole Enjoy the comfort and performance of OrthoLite® sockliner Super-soft feel Imported"
G28242,https://www.adidas.com/us/icon-v-cleats/G28242.html,"https://assets.adidas.com/images/w_600,f_auto,q_auto/908be32c2e754c80a50eaa0001866bf2_9366/Icon_V_Cleats_Black_G28242_01_standard.jpg",adidas Icon V Cleats - Black | adidas US,adidas,['Baseball'],M,120,"Designed with a streetwear approach, these baseball cleats are built to help you clear the bases with one swing. They feature a mesh upper with a sock-like fit for easy entry and a locked-in feel. Metal spikes on the outsole provide elevated grip and traction around the base path.egular fit Lace closure; Elastic band at collar Mesh upper with abrasion-resistant overlays; Silicon eyelets Protrax 5x3 cleat configuration; Lightweight and rigid TPU plate Sock-like construction hugs the foot Internal support structures for lateral stability Imported"
F34966,https://www.adidas.com/us/streetfire-shoes/F34966.html,"https://assets.adidas.com/images/w_600,f_auto,q_auto/578e065c63c047cf8079a976014050fd_9366/Streetfire_Shoes_Black_F34966_01_standard.jpg",adidas Streetfire Shoes - Black | adidas US,adidas,['Basketball'],M,80,"Basketball shoes that capture the energy of the late '90s with modern adaptations. These shoes have ankle padding for added comfort and a pillowy, cushioned midsole that absorbs impact. The shoes are made with a durable rubber outsole and textile upper.egular fit Lace closure with forefoot webbing Woven textile upper Durable Adiwear outsole; Extra padding around the Achilles Cushioned Cloudfoam midsole; Enjoy the comfort and performance of OrthoLite® sockliner Imported"
CG5130,https://www.adidas.com/us/speed-trainer-4-shoes/CG5130.html,"https://assets.adidas.com/images/w_600,f_auto,q_auto/8fd993756af14abfa54ea89a018ad4c9_9366/Speed_Trainer_4_Shoes_Black_CG5130_01_standard.jpg",adidas Speed Trainer 4 Shoes - Black | adidas US,adidas,['Baseball'],M,80,"Put in hours in the cages and on the infield in these men's baseball shoes. Designed for versatile wear on and off the diamond, they're ultra-light as you take extra bases. An engineered toe cap adds protection and durability to keep you on the field rep after rep.reathable mesh upper Lightweight 3D molded, padded collar for ultimate comfort Seamless Ironskin toe cap provides superior abrasion resistance for added protection Comfortable textile lining Heel counter helps prevent heel slip and provides lateral support; Heel pull tab for ease of entry Ergonomically designed traction outsole made for baseball but versatile in wear Main materials: Textile and synthetic upper / Textile lining / Rubber outsole Imported"
BB7256,https://www.adidas.com/us/adizero-5-star-7.0-long-island-mid-cleats/BB7256.html,"https://assets.adidas.com/images/w_600,f_auto,q_auto/b8194474c2f7439290baa9150108c1af_9366/Adizero_5_Star_7.0_Long_Island_Mid_Cleats_White_BB7256_01_standard.jpg",adidas Adizero 5-Star 7.0 Long Island Mid Cleats - White | adidas US,adidas,['Lacrosse'],M,130,"Blow by your defender and break straight for the goal in the lightest lacrosse cleats in the game. Built for outstanding support, these cleats provide the traction you need to stop on a dime and make hard cuts. An outline of Long Island on the heel and a color fade on the plate represent the shore that pays tribute to lacrosse's home turf. Each pair of cleats come with two sets of laces, one with a ""516"" graphic and the other with a ""631"" graphic, so you can decide if you represent Suffolk County or Nassau County.

Lightweight support
Sprintskin is a revolutionary single-layer synthetic for incredible support and reduced weight

Outstanding comfort
Anatomical lace structure helps relieve pressure for a comfortable fit

Flexible lockdown
Speed Spat seam tape is tactfully placed to elevate lockdown and promote a natural flex in the upper

Unrivaled traction
Sprintframe plate with external heel features Sprintstuds and a rotational traction zone delivering unrivaled traction

Celebrate the game
A map of Long Island on the heel and ""516"" and ""631"" graphics on the laces pay tribute to lacrosse's home turfegular fit Lace closure; Laces with ""516"" and ""631"" graphics Sprintskin upper; Long Island heel graphic Sprintframe plate with Sprintstuds; Lightweight EVA lining Imported"
CQ2386,https://www.adidas.com/us/nmd_r1-stlt-primeknit-shoes/CQ2386.html,"https://assets.adidas.com/images/w_600,f_auto,q_auto/38ce6083b6ea4fd19b5fa83400fdc74a_9366/NMD_R1_STLT_Primeknit_Shoes_Black_CQ2386_01_standard.jpg",adidas NMD_R1 STLT Primeknit Shoes - Black | adidas US,adidas,['Lifestyle'],M,170,"Progressive, premium, pioneering. NMD blends pure adidas heritage with advanced materials to create a look that resonates on the streets. The adaptive, supportive upper of these shoes stretches to fit snug, like a sock.egular fit Lace closure adidas Primeknit upper Rubber outsole Distinctive Boost midsole with molded EVA plugs Ultra-lightweight and adaptive Imported"
DB3588,https://www.adidas.com/us/forest-grove-shoes/DB3588.html,"https://assets.adidas.com/images/w_600,f_auto,q_auto/28720477663445cba549a9f400f5ebb3_9366/Forest_Grove_Shoes_White_DB3588_01_standard.jpg",adidas Forest Grove Shoes - White | adidas US,adidas,['Lifestyle'],M,80,"Once a favorite shoe for marathon training, the 1984 Oregon offered shock-absorbing cushioning with a web-wrapped midsole. These shoes bring back the original in an ultra-soft nubuck upper that comes with '80s-style mesh overlays. The iconic midsole design adds authentic Oregon style.egular fit Lace closure Pigskin nubuck and mesh upper Rubber outsole Lightweight EVA midsole; Enjoy the comfort and performance of OrthoLite® sockliner Soft feel Imported"
DB2012,https://www.adidas.com/us/predator-18-plus-firm-ground/DB2012.html,"https://assets.adidas.com/images/w_600,f_auto,q_auto/48b0f29d740f4bee808ea9030091e2b4_9366/Predator_18+_Firm_Ground_Black_DB2012_01_standard.jpg",adidas Predator 18+ Firm Ground - Black | adidas US,adidas,['Soccer'],M,300,"Clean striking area Ball control  Lockdown support without the laces Comfort from first whistle to last Stability on firm ground Purecut laceless sock forefoot has no edges, overlays or laces to get between you and the ball Controlskin upper that keeps the ball glued to your feet adidas Primeknit upper wraps the foot in adaptive support and ultralight comfort Boost is our most responsive cushioning ever: The more energy you give, the more you get Innovative injection-molded Controlframe helps stabilize fast movement Turn your vision into control and prove your dominance with every precise pass, every minute of the game. With Predator, you leave nothing to chance, you're the master of control. Keep the ball glued to your feet in these football boots, featuring a flexible adidas Primeknit upper and ultra-responsive Boost. Made to dominate on firm ground.didas Primeknit and Controlskin textile upper Firm ground outsole; Hybrid stud tips Responsive Boost sockliner Soft, snug feel Zoned support adds stability Imported"
